delivery_partner_id,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
DP07470,Pooja B,Chennai,Bike,Contract,3.67,True
DP02425,Ravi Y,Chennai,Car,Full-Time,4.54,True
DP00854,Amit K,Chennai,Scooter,Part-Time,4.11,True
DP01347,Nikhil H,Mumbai,Bike,Full-Time,4.23,True
DP04436,Ravi C,Pune,Cycle,Full-Time,3.99,True
DP03950,Shreya X,Kolkata,Bike,Full-Time,4.15,True
DP01626,Kiran A,Bengaluru,Bike,Part-Time,4.52,True
DP03527,Arjun X,Bengaluru,Bike,Full-Time,3.93,True
DP08337,Suresh T,Chennai,Bike,Part-Time,4.11,True
DP12906,Arjun O,Bengaluru,Bike,Full-Time,4.04,True
DP00808,Nikhil X,Chennai,Bike,Full-Time,4.08,True
DP01657,Vikas H,Bengaluru,Car,Contract,3.99,True
DP10256,Suresh N,Kolkata,Scooter,Part-Time,4.13,True
DP02391,Ravi Y,Delhi,Bike,Full-Time,4.32,True
DP01336,Manoj G,Mumbai,Scooter,Full-Time,4.04,True
DP03599,Pooja M,Bengaluru,Bike,Full-Time,4.18,True
DP14939,Arjun I,Bengaluru,Scooter,Full-Time,4.08,True
DP03523,Sneha O,Delhi,Bike,Part-Time,4.4,True
DP00417,Ananya D,Mumbai,Bike,Part-Time,4.03,True
DP04052,Suresh E,Mumbai,Scooter,Contract,4.51,False
DP04266,Pooja X,Mumbai,Bike,Full-Time,3.84,True
DP08681,Kiran L,Bengaluru,Scooter,Full-Time,4.11,True
DP12198,Meena D,Ahmedabad,Car,Full-Time,4.3,False
DP07111,Nikhil F,Mumbai,Bike,Part-Time,4.1,True
DP13810,Sneha Z,Ahmedabad,Bike,Full-Time,3.94,True
DP11026,Rakesh G,Chennai,Scooter,Full-Time,4.01,True
DP00215,Pooja C,Mumbai,Scooter,Contract,4.41,True
DP12147,Arjun N,Delhi,Bike,Full-Time,4.73,True
DP07667,Pooja T,Bengaluru,Car,Full-Time,3.98,False
DP04907,Divya C,Pune,Scooter,Full-Time,3.98,True
DP03147,Arjun M,Mumbai,Bike,Full-Time,3.98,True
DP06201,Rakesh H,Mumbai,Bike,Part-Time,4.18,True
DP03785,Pooja Y,Chennai,Bike,Full-Time,4.0,True
DP14165,Priya L,Mumbai,Bike,Contract,4.35,True
DP00299,Rakesh O,Chennai,Car,Full-Time,4.17,True
DP07497,Rakesh U,Delhi,Cycle,Full-Time,3.93,False
DP11601,Ananya R,Ahmedabad,Bike,Full-Time,4.01,True
DP12456,Rahul G,Kolkata,Car,Contract,4.48,True
DP08259,Rakesh O,Bengaluru,Cycle,Part-Time,4.07,True
DP07815,Priya H,Delhi,Scooter,Full-Time,3.55,True
DP01432,Santosh Z,Bengaluru,Scooter,Part-Time,3.65,True
DP05342,Vikas C,Ahmedabad,Scooter,Full-Time,4.33,True
DP05928,Rakesh A,Pune,Bike,Full-Time,3.74,True
DP13476,Amit L,Kolkata,Cycle,Part-Time,4.37,True
DP04635,Pooja Z,Mumbai,Bike,Contract,4.18,True
DP03428,Vikas Q,Hyderabad,Scooter,Contract,4.03,True
DP04571,Amit Q,Bengaluru,Bike,Part-Time,4.05,True
DP10892,Rakesh I,Mumbai,Cycle,Full-Time,4.73,True
DP12088,Arjun F,Mumbai,Bike,Full-Time,4.53,False
DP01473,Ananya R,Hyderabad,Scooter,Part-Time,3.84,True
DP08318,Ravi J,Ahmedabad,Cycle,Full-Time,4.22,False
DP02322,Vikas D,Bengaluru,Scooter,Full-Time,3.75,True
DP08037,Nikhil Q,Kolkata,Bike,Contract,3.82,False
DP12495,Priya R,Hyderabad,Cycle,Part-Time,3.85,True
DP13694,Arjun G,Ahmedabad,Bike,Full-Time,4.22,True
DP07889,Arjun B,Hyderabad,Scooter,Part-Time,4.27,True
DP04864,Nikhil J,Mumbai,Scooter,Part-Time,4.05,True
DP08645,Manoj P,Kolkata,Cycle,Full-Time,4.48,False
DP14692,Rahul J,Hyderabad,Cycle,Full-Time,4.04,False
DP02538,Deepak X,Pune,Scooter,Contract,4.02,True
DP04739,Rahul E,Delhi,Car,Contract,3.85,True
DP14201,Amit N,Mumbai,Scooter,Contract,3.83,True
DP07384,Arjun Z,Delhi,Scooter,Full-Time,3.93,True
DP12208,Rakesh A,Pune,Scooter,Full-Time,4.18,True
DP08687,Suresh A,Delhi,Scooter,Full-Time,4.46,True
DP14267,Pooja B,Kolkata,Car,Full-Time,4.38,True
DP07272,Amit J,Delhi,Bike,Full-Time,4.23,True
DP08186,Deepak M,Kolkata,Scooter,Full-Time,3.83,True
DP13021,Ananya K,Mumbai,Cycle,Part-Time,4.04,False
DP09371,Rahul O,Mumbai,Bike,Contract,3.77,True
DP14659,Arjun Z,Chennai,Scooter,Part-Time,3.84,True
DP07920,Santosh B,Mumbai,Bike,Part-Time,4.34,True
DP04216,Shreya Z,Bengaluru,Scooter,Part-Time,4.33,True
DP02518,Meena D,Bengaluru,Bike,Part-Time,4.21,True
DP11854,Ravi P,Bengaluru,Scooter,Full-Time,4.09,True
DP09903,Suresh R,Hyderabad,Scooter,Full-Time,4.21,True
DP09165,Shreya M,Mumbai,Scooter,Full-Time,4.04,True
DP10901,Ananya P,Ahmedabad,Scooter,Part-Time,4.0,True
DP00148,Vikas P,Chennai,Scooter,Full-Time,4.42,True
DP06908,Meena H,Mumbai,Bike,Contract,4.52,False
DP06399,Meena H,Delhi,Scooter,Contract,4.41,True
DP11890,Sneha G,Hyderabad,Scooter,Full-Time,4.34,True
DP08669,Sneha N,Hyderabad,Scooter,Full-Time,4.58,True
DP06504,Amit Z,Hyderabad,Scooter,Part-Time,4.12,True
DP11351,Santosh F,Delhi,Bike,Full-Time,3.71,True
DP09215,Neha C,Chennai,Scooter,Full-Time,3.76,True
DP00312,Rahul O,Bengaluru,Cycle,Full-Time,4.34,True
DP01082,Ravi J,Ahmedabad,Bike,Full-Time,4.23,True
DP13354,Neha P,Bengaluru,Bike,Full-Time,3.95,True
DP13164,Ravi G,Mumbai,Bike,Full-Time,4.44,True
DP08491,Arjun Z,Delhi,Bike,Full-Time,4.39,True
DP09884,Ravi T,Delhi,Bike,Full-Time,4.76,True
DP09445,Priya E,Delhi,Cycle,Part-Time,4.32,True
DP08807,Neha K,Mumbai,Bike,Full-Time,3.79,True
DP01811,Deepak T,Delhi,Bike,Contract,4.22,True
DP05520,Ravi S,Hyderabad,Car,Full-Time,4.13,True
DP13721,Kiran M,Bengaluru,Bike,Contract,4.19,True
DP11091,Arjun B,Bengaluru,Scooter,Part-Time,4.11,True
DP06097,Vikas I,Pune,Bike,Contract,4.25,True
DP05250,Rakesh S,Hyderabad,Cycle,Full-Time,3.81,True
DP08517,Nikhil G,Bengaluru,Scooter,Full-Time,4.1,True
DP03397,Vikas K,Bengaluru,Bike,Part-Time,4.42,False
DP07521,Meena Y,Bengaluru,Scooter,Full-Time,4.35,True
DP03901,Santosh N,Ahmedabad,Cycle,Full-Time,3.82,False
DP07774,Nikhil S,Ahmedabad,Scooter,Full-Time,4.13,True
DP02660,Priya I,Bengaluru,Bike,Full-Time,4.61,True
DP11358,Rakesh J,Chennai,Scooter,Contract,3.69,True
DP09232,Nikhil U,Bengaluru,Scooter,Full-Time,4.37,True
DP02573,Deepak M,Mumbai,Scooter,Part-Time,3.97,True
DP04654,Shreya P,Delhi,Cycle,Full-Time,4.07,True
DP13162,Ananya O,Pune,Bike,Full-Time,3.99,True
DP09677,Neha A,Hyderabad,Bike,Full-Time,4.21,True
DP07834,Kiran N,Bengaluru,Scooter,Part-Time,4.02,False
DP07289,Divya K,Bengaluru,Scooter,Contract,4.11,True
DP10556,Ravi Y,Chennai,Scooter,Contract,4.55,True
DP07465,Divya Z,Chennai,Car,Part-Time,4.06,True
DP03666,Priya J,Bengaluru,Bike,Full-Time,4.51,True
DP11396,Rahul W,Mumbai,Bike,Contract,4.25,True
DP04969,Manoj K,Hyderabad,Scooter,Full-Time,3.94,False
DP06406,Rakesh T,Bengaluru,Scooter,Contract,4.44,True
DP04202,Suresh G,Bengaluru,Bike,Contract,4.64,False
DP00984,Shreya E,Delhi,Cycle,Full-Time,4.41,True
DP09623,Pooja T,Bengaluru,Bike,Part-Time,4.28,False
DP11392,Sneha J,Hyderabad,Scooter,Contract,3.85,True
DP00259,Deepak T,Kolkata,Car,Full-Time,4.0,True
DP14353,Rakesh Y,Ahmedabad,Scooter,Full-Time,4.22,True
DP04386,Manoj E,Kolkata,Bike,Full-Time,4.55,True
DP13718,Ananya C,Bengaluru,Bike,Full-Time,4.37,True
DP06138,Rakesh K,Delhi,Bike,Contract,4.22,True
DP05471,Rahul H,Pune,Bike,Part-Time,4.12,True
DP02832,Amit H,Hyderabad,Car,Full-Time,4.64,True
DP05298,Deepak M,Ahmedabad,Bike,Full-Time,4.28,True
DP07008,Arjun B,Bengaluru,Bike,Part-Time,4.52,True
DP09818,Neha R,Delhi,Cycle,Contract,4.34,True
DP03861,Rahul V,Bengaluru,Scooter,Contract,4.4,True
DP14775,Neha E,Ahmedabad,Scooter,Full-Time,4.42,True
DP10374,Amit U,Bengaluru,Bike,Part-Time,4.35,True
DP02860,Pooja Z,Mumbai,Scooter,Full-Time,3.7,True
DP06418,Rahul N,Delhi,Scooter,Part-Time,3.77,True
DP03753,Kiran A,Pune,Bike,Contract,4.36,True
DP05858,Rahul A,Bengaluru,Scooter,Full-Time,4.59,True
DP12602,Santosh K,Delhi,Scooter,Full-Time,3.68,True
DP03131,Rakesh R,Pune,Bike,Part-Time,4.71,True
DP12922,Rakesh K,Delhi,Scooter,Full-Time,3.78,True
DP04536,Meena J,Pune,Scooter,Full-Time,4.73,False
DP04746,Divya O,Kolkata,Bike,Full-Time,4.32,True
DP06646,Rakesh Q,Pune,Bike,Full-Time,4.13,False
DP13157,Pooja Q,Mumbai,Bike,Part-Time,3.89,True
DP07431,Amit A,Kolkata,Scooter,Part-Time,3.83,True
DP11875,Nikhil U,Delhi,Scooter,Part-Time,4.66,False
DP08373,Divya T,Chennai,Scooter,Contract,4.03,True
DP13328,Neha A,Mumbai,Bike,Part-Time,3.97,True
DP12286,Vikas P,Chennai,Scooter,Part-Time,4.36,True
DP00483,Amit J,Mumbai,Bike,Part-Time,4.19,True
DP11651,Rahul C,Pune,Cycle,Full-Time,3.92,True
DP02398,Ananya V,Pune,Scooter,Contract,4.41,True
DP00722,Vikas Z,Mumbai,Scooter,Full-Time,4.22,True
DP04004,Manoj M,Mumbai,Bike,Full-Time,4.28,True
DP13178,Neha C,Pune,Bike,Full-Time,4.38,True
DP08548,Nikhil S,Kolkata,Scooter,Full-Time,4.31,True
DP09161,Nikhil K,Chennai,Bike,Full-Time,4.72,False
DP07047,Divya H,Delhi,Bike,Full-Time,3.99,True
DP14560,Suresh Q,Mumbai,Cycle,Full-Time,4.42,True
DP00350,Nikhil T,Bengaluru,Car,Full-Time,4.51,True
DP11892,Divya X,Mumbai,Scooter,Contract,4.41,True
DP00868,Pooja A,Mumbai,Bike,Part-Time,4.33,True
DP07165,Vikas O,Mumbai,Bike,Contract,4.06,True
DP05027,Santosh K,Delhi,Cycle,Part-Time,4.13,True
DP12016,Ravi D,Mumbai,Bike,Full-Time,4.76,True
DP13758,Suresh F,Pune,Bike,Part-Time,5.0,True
DP14364,Meena G,Bengaluru,Scooter,Contract,3.89,True
DP00582,Priya C,Bengaluru,Scooter,Part-Time,4.25,True
DP06548,Deepak P,Bengaluru,Bike,Part-Time,4.04,True
DP12897,Ravi V,Bengaluru,Cycle,Full-Time,4.0,True
DP07819,Ravi G,Pune,Scooter,Part-Time,4.62,True
DP03972,Deepak D,Kolkata,Scooter,Full-Time,3.87,True
DP02528,Suresh R,Bengaluru,Bike,Contract,3.86,True
DP14592,Priya J,Bengaluru,Bike,Part-Time,4.39,True
DP10254,Sneha K,Bengaluru,Bike,Part-Time,4.05,True
DP00458,Deepak F,Delhi,Cycle,Full-Time,4.26,True
DP03407,Ravi C,Bengaluru,Scooter,Full-Time,4.78,True
DP10658,Suresh A,Delhi,Bike,Full-Time,4.85,True
DP13350,Suresh K,Mumbai,Bike,Full-Time,4.23,True
DP11337,Deepak I,Bengaluru,Bike,Full-Time,3.98,True
DP08604,Rakesh T,Ahmedabad,Bike,Full-Time,4.53,True
DP01243,Santosh X,Kolkata,Scooter,Contract,3.93,False
DP09010,Shreya A,Chennai,Bike,Full-Time,4.5,True
DP02078,Rahul Z,Kolkata,Bike,Full-Time,3.65,True
DP01977,Deepak D,Ahmedabad,Cycle,Part-Time,4.06,True
DP09131,Rakesh O,Bengaluru,Scooter,Contract,4.73,True
DP13568,Suresh D,Ahmedabad,Car,Contract,4.18,True
DP04010,Vikas U,Hyderabad,Bike,Full-Time,4.33,True
DP02601,Vikas W,Delhi,Scooter,Full-Time,4.12,True
DP02001,Rakesh T,Kolkata,Bike,Full-Time,4.61,True
DP03224,Kiran M,Kolkata,Bike,Full-Time,4.23,True
DP00742,Meena E,Bengaluru,Bike,Contract,3.99,True
DP13509,Suresh L,Bengaluru,Scooter,Part-Time,4.2,True
DP08444,Divya U,Ahmedabad,Bike,Full-Time,4.45,True
DP01028,Deepak J,Bengaluru,Cycle,Part-Time,4.51,True
DP13720,Neha V,Bengaluru,Cycle,Part-Time,4.28,True
DP01814,Vikas N,Kolkata,Scooter,Full-Time,4.03,True
DP03900,Ananya G,Ahmedabad,Car,Full-Time,3.66,True
DP09759,Rakesh P,Chennai,Scooter,Part-Time,4.05,True
DP11103,Ravi U,Chennai,Scooter,Part-Time,4.04,True
DP11806,Neha P,Chennai,Bike,Part-Time,4.65,True
DP09889,Ravi I,Pune,Scooter,Part-Time,4.11,True
DP10810,Neha T,Chennai,Bike,Full-Time,3.94,True
DP00336,Divya N,Chennai,Bike,Part-Time,4.59,True
DP02665,Kiran U,Kolkata,Bike,Contract,4.43,True
DP13862,Suresh W,Pune,Bike,Full-Time,3.51,True
DP01102,Meena G,Hyderabad,Scooter,Part-Time,4.21,True
DP07080,Rakesh I,Hyderabad,Bike,Full-Time,4.49,True
DP10070,Neha K,Bengaluru,Bike,Part-Time,3.95,True
DP03519,Vikas W,Delhi,Bike,Full-Time,4.48,True
DP10729,Rakesh K,Kolkata,Bike,Full-Time,4.03,True
DP05864,Meena J,Delhi,Scooter,Contract,4.38,True
DP04546,Amit U,Hyderabad,Scooter,Full-Time,4.21,True
DP03469,Ananya E,Chennai,Bike,Full-Time,4.72,True
DP10496,Arjun N,Pune,Bike,Part-Time,4.28,True
DP13012,Divya J,Pune,Bike,Part-Time,4.26,True
DP13894,Manoj Z,Delhi,Bike,Part-Time,4.81,True
DP06874,Meena B,Pune,Scooter,Contract,4.02,True
DP11622,Rahul N,Chennai,Scooter,Full-Time,3.8,True
DP02445,Divya P,Delhi,Bike,Part-Time,4.17,True
DP04877,Vikas K,Delhi,Cycle,Part-Time,4.11,False
DP00489,Nikhil R,Mumbai,Scooter,Full-Time,4.3,True
DP01767,Rahul A,Mumbai,Bike,Full-Time,4.2,True
DP01559,Santosh A,Hyderabad,Bike,Full-Time,4.03,True
DP05801,Ravi Z,Kolkata,Cycle,Full-Time,3.9,False
DP03006,Santosh G,Bengaluru,Scooter,Contract,3.83,True
DP00104,Rahul T,Delhi,Scooter,Contract,4.23,False
DP04047,Priya V,Kolkata,Bike,Contract,4.11,True
DP01525,Kiran E,Chennai,Bike,Part-Time,3.87,True
DP13882,Kiran Q,Pune,Scooter,Contract,3.94,True
DP11187,Vikas G,Hyderabad,Scooter,Contract,4.18,True
DP13544,Ananya N,Chennai,Scooter,Contract,3.83,False
DP09993,Pooja T,Bengaluru,Bike,Part-Time,4.28,True
DP07892,Neha A,Mumbai,Scooter,Full-Time,3.81,True
DP06063,Divya F,Pune,Scooter,Part-Time,3.87,True
DP07832,Rahul B,Hyderabad,Scooter,Full-Time,4.0,True
DP09169,Priya E,Hyderabad,Scooter,Contract,4.19,True
DP01159,Suresh H,Chennai,Scooter,Full-Time,3.49,False
DP03013,Sneha I,Mumbai,Car,Contract,4.13,True
DP05488,Kiran O,Ahmedabad,Scooter,Full-Time,4.05,False
DP14674,Meena P,Ahmedabad,Bike,Part-Time,3.72,False
DP12172,Sneha N,Mumbai,Bike,Part-Time,3.64,True
DP09986,Meena L,Mumbai,Cycle,Part-Time,4.57,True
DP01523,Pooja S,Bengaluru,Cycle,Full-Time,3.94,True
DP14721,Santosh B,Chennai,Scooter,Part-Time,4.37,True
DP03405,Manoj L,Mumbai,Bike,Full-Time,4.3,True
DP05285,Priya G,Bengaluru,Scooter,Full-Time,3.71,True
DP02819,Ananya A,Hyderabad,Bike,Full-Time,4.43,True
DP09214,Deepak A,Kolkata,Scooter,Contract,4.77,True
DP13163,Suresh C,Kolkata,Scooter,Part-Time,4.26,True
DP07066,Rakesh E,Mumbai,Scooter,Part-Time,4.31,True
DP10255,Arjun N,Chennai,Scooter,Full-Time,4.24,True
DP01034,Nikhil D,Bengaluru,Bike,Full-Time,4.11,True
DP14895,Arjun C,Ahmedabad,Scooter,Full-Time,4.4,False
DP12448,Shreya U,Mumbai,Cycle,Full-Time,4.17,True
DP08730,Pooja I,Pune,Bike,Full-Time,3.97,True
DP07932,Arjun G,Pune,Bike,Contract,4.41,True
DP03485,Deepak J,Mumbai,Bike,Part-Time,3.91,True
DP11860,Suresh C,Delhi,Car,Full-Time,3.95,True
DP07522,Divya Z,Mumbai,Scooter,Full-Time,4.76,True
DP09873,Vikas R,Bengaluru,Bike,Part-Time,4.22,True
DP02658,Suresh Y,Bengaluru,Scooter,Part-Time,4.62,True
DP08511,Priya D,Bengaluru,Scooter,Part-Time,4.18,True
DP07454,Ravi Y,Bengaluru,Scooter,Contract,4.22,True
DP02017,Rahul M,Chennai,Bike,Full-Time,4.24,True
DP02922,Meena K,Chennai,Car,Part-Time,4.42,True
DP00261,Rakesh F,Mumbai,Scooter,Part-Time,4.27,True
DP14096,Sneha H,Pune,Cycle,Part-Time,4.18,True
DP13761,Shreya R,Chennai,Cycle,Contract,4.49,True
DP03574,Arjun B,Bengaluru,Scooter,Full-Time,4.37,True
DP05722,Rahul Z,Ahmedabad,Bike,Part-Time,4.66,True
DP03658,Vikas C,Ahmedabad,Cycle,Full-Time,3.92,True
DP06830,Nikhil Y,Bengaluru,Scooter,Full-Time,4.45,False
DP05232,Manoj G,Hyderabad,Scooter,Full-Time,3.91,False
DP00616,Sneha G,Delhi,Scooter,Full-Time,4.09,True
DP10752,Santosh D,Bengaluru,Bike,Contract,3.81,True
DP09327,Priya Q,Kolkata,Scooter,Full-Time,4.64,True
DP04046,Suresh M,Delhi,Car,Contract,4.13,True
DP09418,Ravi E,Mumbai,Scooter,Full-Time,4.09,True
DP01101,Neha Z,Pune,Scooter,Full-Time,3.88,True
DP14551,Sneha U,Bengaluru,Cycle,Part-Time,4.74,True
DP12428,Deepak Y,Mumbai,Scooter,Contract,4.27,False
DP03141,Kiran F,Bengaluru,Bike,Part-Time,4.21,True
DP11564,Kiran P,Ahmedabad,Bike,Contract,3.76,True
DP08379,Shreya R,Pune,Car,Full-Time,4.03,True
DP06655,Santosh U,Bengaluru,Scooter,Full-Time,4.09,True
DP13997,Ananya C,Hyderabad,Scooter,Contract,4.43,True
DP12509,Priya D,Delhi,Bike,Full-Time,4.61,True
DP01230,Deepak O,Chennai,Cycle,Full-Time,3.92,True
DP04452,Vikas Z,Bengaluru,Bike,Full-Time,4.41,True
DP14387,Shreya U,Hyderabad,Bike,Full-Time,4.43,True
DP00560,Vikas D,Hyderabad,Scooter,Full-Time,4.19,True
DP07027,Pooja B,Bengaluru,Scooter,Contract,4.28,True
DP00666,Priya N,Mumbai,Bike,Contract,4.81,True
DP00888,Pooja I,Chennai,Scooter,Full-Time,4.44,True
DP12914,Rahul Y,Pune,Bike,Full-Time,3.77,True
DP10466,Meena L,Mumbai,Scooter,Full-Time,4.18,True
DP11647,Amit W,Kolkata,Scooter,Part-Time,3.99,True
DP04817,Santosh S,Bengaluru,Bike,Contract,4.25,True
DP10432,Ananya K,Bengaluru,Scooter,Full-Time,4.39,True
DP11005,Divya L,Chennai,Scooter,Full-Time,4.25,True
DP00542,Santosh C,Bengaluru,Bike,Full-Time,4.12,True
DP09691,Santosh Q,Mumbai,Bike,Part-Time,4.18,True
DP02959,Priya K,Mumbai,Bike,Contract,4.26,True
DP02153,Suresh E,Mumbai,Bike,Part-Time,4.36,False
DP10472,Manoj A,Bengaluru,Scooter,Full-Time,4.45,False
DP03638,Rakesh R,Bengaluru,Scooter,Contract,4.17,True
DP10196,Pooja M,Bengaluru,Bike,Contract,3.85,True
DP10227,Manoj F,Hyderabad,Bike,Full-Time,4.04,True
DP03480,Ravi K,Mumbai,Bike,Full-Time,4.38,True
DP02619,Meena L,Delhi,Bike,Full-Time,4.12,False
DP13058,Priya K,Ahmedabad,Bike,Full-Time,3.63,True
DP08983,Ravi R,Hyderabad,Bike,Full-Time,4.55,True
DP01552,Santosh M,Chennai,Bike,Contract,3.75,True
DP12954,Sneha L,Mumbai,Scooter,Full-Time,4.47,True
DP08707,Manoj T,Bengaluru,Scooter,Full-Time,4.24,True
DP06544,Manoj H,Chennai,Scooter,Full-Time,4.1,True
DP00333,Divya N,Kolkata,Scooter,Part-Time,4.01,True
DP07824,Santosh S,Hyderabad,Cycle,Part-Time,3.55,True
DP09630,Santosh W,Ahmedabad,Scooter,Full-Time,4.14,True
DP04394,Suresh O,Kolkata,Scooter,Part-Time,4.29,True
DP08237,Arjun J,Bengaluru,Cycle,Full-Time,4.55,True
DP03866,Sneha K,Pune,Bike,Part-Time,4.08,True
DP11497,Rahul E,Ahmedabad,Bike,Full-Time,3.84,True
DP09023,Pooja D,Bengaluru,Scooter,Part-Time,4.07,True
DP11216,Santosh M,Chennai,Bike,Part-Time,3.95,True
DP03701,Nikhil P,Delhi,Bike,Full-Time,4.4,True
DP07825,Meena B,Chennai,Scooter,Contract,4.11,True
DP05495,Rahul T,Kolkata,Bike,Part-Time,4.14,True
DP08219,Rahul Y,Hyderabad,Cycle,Full-Time,4.46,True
DP07748,Vikas E,Delhi,Scooter,Full-Time,4.32,True
DP01716,Arjun Z,Chennai,Bike,Part-Time,3.95,True
DP00579,Divya R,Mumbai,Scooter,Part-Time,3.95,True
DP14230,Santosh K,Pune,Bike,Contract,4.75,True
DP10611,Divya D,Chennai,Bike,Contract,4.27,True
DP03475,Kiran I,Bengaluru,Bike,Part-Time,4.25,True
DP02441,Shreya N,Delhi,Bike,Full-Time,4.3,True
DP13538,Santosh R,Pune,Bike,Part-Time,4.04,True
DP05403,Priya B,Bengaluru,Scooter,Full-Time,4.36,True
DP11402,Ravi R,Mumbai,Bike,Contract,4.47,True
DP01823,Ravi J,Delhi,Scooter,Full-Time,3.98,True
DP10140,Santosh L,Chennai,Bike,Part-Time,3.89,True
DP13060,Ravi F,Bengaluru,Scooter,Part-Time,4.69,True
DP04732,Kiran R,Hyderabad,Car,Full-Time,4.1,True
DP04955,Amit O,Chennai,Scooter,Part-Time,4.63,True
DP02142,Ananya N,Bengaluru,Scooter,Full-Time,3.93,True
DP09867,Nikhil A,Chennai,Scooter,Full-Time,4.04,True
DP00663,Sneha I,Chennai,Scooter,Contract,3.89,True
DP13318,Santosh L,Bengaluru,Scooter,Contract,4.06,False
DP03321,Shreya Y,Pune,Scooter,Contract,4.62,True
DP02855,Rakesh C,Hyderabad,Cycle,Part-Time,4.15,True
DP00455,Ananya R,Pune,Scooter,Part-Time,4.78,True
DP01613,Meena L,Bengaluru,Bike,Full-Time,4.9,True
DP09451,Vikas F,Ahmedabad,Scooter,Part-Time,4.01,True
DP08014,Neha D,Mumbai,Bike,Full-Time,4.3,True
DP02792,Priya J,Mumbai,Bike,Full-Time,4.27,True
DP07804,Shreya Q,Delhi,Scooter,Contract,3.85,True
DP00118,Priya A,Ahmedabad,Bike,Full-Time,4.1,True
DP06066,Shreya X,Ahmedabad,Scooter,Part-Time,4.37,True
DP01671,Amit G,Bengaluru,Bike,Full-Time,4.33,True
DP05734,Manoj C,Bengaluru,Bike,Part-Time,3.54,True
DP02817,Amit W,Delhi,Bike,Part-Time,4.31,True
DP11679,Rakesh X,Ahmedabad,Bike,Full-Time,4.24,False
DP07735,Arjun G,Chennai,Scooter,Part-Time,4.71,True
DP11307,Divya Y,Hyderabad,Scooter,Full-Time,3.54,True
DP08322,Nikhil G,Delhi,Scooter,Part-Time,4.39,False
DP04191,Nikhil L,Chennai,Bike,Contract,4.2,True
DP06888,Priya K,Bengaluru,Cycle,Part-Time,3.82,True
DP10443,Neha Q,Bengaluru,Car,Full-Time,4.1,True
DP02604,Nikhil Y,Delhi,Scooter,Part-Time,4.01,True
DP01770,Meena P,Ahmedabad,Scooter,Part-Time,3.94,True
DP11424,Vikas K,Mumbai,Bike,Full-Time,3.92,False
DP04242,Neha B,Bengaluru,Scooter,Contract,4.3,True
DP04235,Ananya Z,Pune,Bike,Full-Time,4.58,True
DP11046,Ravi W,Delhi,Bike,Part-Time,4.46,True
DP02714,Rakesh N,Chennai,Cycle,Full-Time,4.27,True
DP12048,Kiran G,Bengaluru,Scooter,Contract,4.7,True
DP06780,Meena H,Bengaluru,Cycle,Part-Time,4.05,True
DP03997,Pooja N,Mumbai,Bike,Part-Time,4.32,True
DP08605,Manoj K,Bengaluru,Cycle,Part-Time,4.27,True
DP06684,Nikhil X,Kolkata,Bike,Contract,4.32,False
DP05890,Priya U,Mumbai,Cycle,Full-Time,3.95,True
DP02711,Shreya I,Chennai,Bike,Full-Time,4.52,True
DP11711,Arjun M,Delhi,Cycle,Part-Time,4.44,True
DP00811,Priya A,Delhi,Cycle,Full-Time,4.21,True
DP00956,Deepak P,Bengaluru,Cycle,Part-Time,4.89,True
DP08912,Deepak P,Delhi,Cycle,Full-Time,4.21,True
DP10755,Shreya X,Mumbai,Cycle,Part-Time,4.07,True
DP05261,Divya I,Kolkata,Bike,Full-Time,4.0,True
DP13653,Rahul G,Delhi,Bike,Part-Time,3.88,False
DP03540,Santosh Y,Bengaluru,Scooter,Full-Time,4.36,True
DP09444,Meena E,Bengaluru,Scooter,Part-Time,4.56,True
DP04197,Manoj W,Delhi,Bike,Full-Time,4.15,True
DP03269,Pooja G,Bengaluru,Bike,Contract,4.27,True
DP06894,Rahul O,Ahmedabad,Bike,Part-Time,3.68,True
DP13710,Sneha M,Chennai,Bike,Part-Time,4.59,True
DP06270,Rakesh B,Hyderabad,Bike,Full-Time,4.36,True
DP06408,Santosh E,Pune,Bike,Contract,4.18,True
DP00278,Kiran F,Bengaluru,Scooter,Part-Time,4.14,True
DP04584,Meena W,Delhi,Cycle,Contract,4.59,False
DP06160,Kiran D,Kolkata,Cycle,Full-Time,4.08,True
DP05079,Priya E,Chennai,Bike,Full-Time,4.42,True
DP14731,Ravi T,Kolkata,Cycle,Contract,3.6,True
DP10283,Rahul W,Delhi,Cycle,Part-Time,3.83,True
DP13804,Ananya Y,Mumbai,Scooter,Full-Time,4.04,True
DP05790,Nikhil O,Delhi,Scooter,Contract,4.44,True
DP05312,Ananya L,Bengaluru,Bike,Full-Time,4.3,False
DP10452,Priya U,Bengaluru,Scooter,Part-Time,3.98,True
DP01411,Nikhil I,Mumbai,Bike,Full-Time,4.22,True
DP09252,Suresh H,Delhi,Bike,Full-Time,4.23,True
DP02213,Neha W,Bengaluru,Scooter,Part-Time,3.58,False
DP07242,Manoj I,Bengaluru,Car,Full-Time,4.35,True
DP06798,Kiran K,Mumbai,Scooter,Part-Time,4.6,True
DP06122,Vikas Y,Bengaluru,Bike,Full-Time,4.26,True
DP10942,Ravi W,Hyderabad,Bike,Full-Time,4.03,True
DP08463,Sneha U,Hyderabad,Scooter,Part-Time,4.53,True
DP11960,Shreya A,Ahmedabad,Scooter,Full-Time,4.03,False
